Yr-M-D,Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba,,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,S.F. Bay Area,SoCal
1993-09-01,Sep-93,"186,740.00","212,005.00",NA,"123,599.82",NA,NA,NA,NA,"101,551.65",NA,"110,624.47","98,946.00",NA,NA,NA,"204,656.37",NA,"340,196.00",NA,"136,249.19","97,916.00",NA,"209,722.00","186,250.00",NA,"213,515.91","176,800.00",NA,"137,651.93","125,000.00",NA,"134,545.00","173,267.00","258,019.00","111,111.00","176,542.81","315,464.00","228,774.76","247,900.00","245,454.00",NA,"84,999.50",NA,"192,941.00","115,250.00",NA,NA,NA,"97,940.38",NA,"210,490.00",NA,NA,,"147,090.00","192,039.11",NA,NA,NA,NA,"229,724.73",NA
1993-10-01,Oct-93,"185,920.00","208,918.00",NA,"119,472.71",NA,NA,NA,NA,"100,588.21",NA,"121,666.58","88,408.00",NA,NA,NA,"196,761.92",NA,"334,782.00",NA,"140,000.00","100,000.00",NA,"180,833.00","167,500.00",NA,"208,686.65","168,260.00",NA,"135,952.74","128,000.00",NA,"133,723.00","181,805.00","262,500.00","115,000.00","170,396.71","314,204.00","222,326.44","242,250.00","232,692.00",NA,"103,333.17",NA,"194,561.00","114,042.00",NA,NA,NA,"97,999.20",NA,"208,400.00",NA,NA,,"141,700.00","197,834.93",NA,NA,NA,NA,"228,930.79",NA
1993-11-01,Nov-93,"184,700.00","215,714.00",NA,"114,165.96",NA,NA,NA,NA,"100,476.17",NA,"114,999.25","91,400.00",NA,NA,NA,"192,945.09",NA,"348,000.00",NA,"129,999.50","97,692.00",NA,"200,000.00","182,500.00",NA,"215,247.18","166,000.00",NA,"138,110.13","124,900.00",NA,"135,904.00","174,041.00","263,983.00","114,062.00","185,670.47","296,785.00","205,673.30","248,930.00","238,513.00",NA,"72,499.75",NA,"193,333.00","114,736.00",NA,NA,NA,"105,199.74",NA,"205,170.00",NA,NA,,"147,770.00","199,674.79",NA,NA,NA,NA,"242,870.05",NA
1993-12-01,Dec-93,"184,980.00","207,994.00",NA,"108,888.44",NA,NA,NA,NA,"101,562.42",NA,"108,823.09","92,812.00",NA,NA,NA,"201,133.83",NA,"324,166.00",NA,"133,635.68","103,529.00",NA,"198,285.00","197,999.00",NA,"213,687.57","165,850.00",NA,"134,093.37","126,000.00",NA,"133,278.00","175,624.00","265,384.00","113,235.00","169,842.67","296,801.00","206,951.21","249,360.00","227,128.00",NA,"88,499.15",NA,"192,909.00","111,346.00",NA,NA,NA,"97,058.12",NA,"205,590.00",NA,NA,,"146,320.00","192,622.80",NA,NA,NA,NA,"230,708.09",NA
1994-01-01,Jan-94,"183,046.00","207,822.00",NA,"122,142.75",NA,NA,NA,NA,"121,093.70",NA,"118,180.91","87,954.00",NA,"90,000.00",NA,"194,086.20",NA,"314,815.00",NA,"140,000.00","92,142.64",NA,"222,499.00","188,888.44",NA,"195,031.27","173,332.67",NA,"132,347.33","125,000.00",NA,"135,973.00","175,078.00","255,435.00","113,889.00","192,359.06","320,454.00","213,708.06","245,813.00","227,083.00",NA,"74,999.50","147,999.60","181,739.00","109,705.00",NA,NA,NA,"97,999.20",NA,"204,880.00",NA,NA,,"143,720.00","190,229.03",NA,NA,NA,NA,"231,828.53",NA
1994-02-01,Feb-94,"182,258.00","204,389.00",NA,"115,999.20",NA,NA,NA,NA,"106,333.02",NA,"102,666.53","89,523.00",NA,"103,749.81",NA,"184,741.16",NA,"348,333.00",NA,"120,000.00","84,444.00",NA,"214,772.00","178,420.13",NA,"192,535.03","157,999.10",NA,"136,215.94","124,000.00",NA,"132,112.00","176,060.00","251,136.00","104,411.00","179,424.78","291,249.00","258,158.76","249,580.00","226,351.00",NA,"64,999.50","137,726.39","191,667.00","113,000.00",NA,NA,NA,"98,332.50",NA,"204,330.00",NA,NA,,"143,960.00","197,937.27",NA,NA,NA,NA,"234,172.81",NA
1994-03-01,Mar-94,"185,472.00","209,117.00",NA,"114,705.15",NA,NA,NA,NA,"102,830.05",NA,"113,499.33","98,636.00",NA,"96,999.30",NA,"184,207.33",NA,"331,147.00",NA,"135,554.78","91,818.00",NA,"218,749.00","180,000.00",NA,"208,442.13","162,352.82",NA,"129,581.55","129,700.00",NA,"131,102.00","178,454.00","251,705.00","111,923.00","177,504.00","333,593.00","257,794.06","259,220.00","243,023.00",NA,"83,749.63","158,460.62","195,961.00","115,384.00",NA,NA,NA,"97,221.50",NA,"199,150.00",NA,NA,,"145,020.00","192,553.93",NA,NA,NA,NA,"241,768.90",NA
1994-04-01,Apr-94,"186,968.00","217,890.00",NA,"124,545.23",NA,NA,NA,NA,"101,212.06",NA,"111,817.59","92,708.00",NA,"88,499.15",NA,"185,303.97",NA,"367,241.00",NA,"145,555.28","91,499.85",NA,"204,167.00","178,332.42",NA,"213,068.98","167,179.13",NA,"129,293.36","126,500.00",NA,"131,908.00","178,853.00","270,289.00","109,062.00","173,301.18","316,270.00","245,572.33","262,270.00","238,124.00",NA,"86,249.38","139,353.87","188,888.00","109,845.00",NA,NA,NA,"97,811.72",NA,"200,640.00",NA,NA,,"145,710.00","199,477.50",NA,NA,NA,NA,"241,086.38",NA
1994-05-01,May-94,"185,500.00","205,494.00",NA,"128,124.59",NA,NA,NA,NA,"99,867.43",NA,"111,764.12","85,972.00",NA,"97,856.36",NA,"175,208.25",NA,"344,029.00",NA,"131,999.40","89,165.75",NA,"195,000.00","197,142.00",NA,"209,322.97","160,555.53",NA,"130,623.67","128,750.00",NA,"131,709.00","179,866.00","265,086.00","102,500.00","177,536.07","308,333.00","216,772.25","253,050.00","236,931.00",NA,"68,332.50","146,666.33","186,666.00","110,667.00",NA,NA,NA,"90,714.21",NA,"204,815.00",NA,NA,,"148,380.00","193,373.83",NA,NA,NA,NA,"236,685.83",NA
1994-06-01,Jun-94,"189,680.00","216,705.00",NA,"117,499.13",NA,NA,NA,NA,"109,179.87",NA,"112,608.07","92,750.00",NA,"107,499.63",NA,"189,799.79",NA,"349,074.00",NA,"137,142.00","110,799.46",NA,"198,333.00","192,856.50",NA,"210,070.95","177,776.89",NA,"132,174.94","122,000.00",NA,"131,600.00","176,838.00","272,260.00","111,071.00","169,736.35","318,085.00","256,696.65","268,060.00","231,818.00",NA,"66,999.30","156,922.23","197,872.00","105,399.00",NA,NA,NA,"98,665.80",NA,"216,071.00",NA,NA,,"152,270.00","201,007.97",NA,NA,NA,NA,"250,808.75",NA
1994-07-01,Jul-94,"188,081.00","205,912.00",NA,"117,893.84",NA,NA,NA,NA,"95,199.48",NA,"106,896.21","87,187.00",NA,"98,332.50",NA,"197,166.33",NA,"363,114.00",NA,"144,285.50","95,499.45",NA,"223,749.00","224,999.50",NA,"207,867.04","171,817.59",NA,"134,878.35","129,000.00",NA,"130,625.00","178,470.00","259,804.00","107,916.00","173,022.63","323,333.00","249,799.44","248,820.00","236,538.00",NA,"93,333.00","163,043.33","198,038.00","110,800.00",NA,NA,NA,"87,272.00",NA,"203,817.00",NA,NA,,"140,430.00","200,412.58",NA,NA,NA,NA,"242,172.98",NA
1994-08-01,Aug-94,"185,790.00","203,947.00",NA,"114,799.26",NA,NA,NA,NA,"96,895.86",NA,"116,550.90","88,124.00",NA,"109,999.50",NA,"193,129.39",NA,"351,492.00",NA,"116,999.15","93,571.07",NA,"230,682.00","187,272.36",NA,"210,147.52","171,922.48",NA,"130,694.24","124,000.00",NA,"131,896.00","172,916.00","258,189.00","106,249.00","176,838.36","324,272.00","255,152.69","257,050.00","219,499.00",NA,"90,000.00",NA,"193,000.00","113,333.00",NA,NA,NA,"101,333.27",NA,"212,709.00",NA,NA,,"142,440.00","195,997.16",NA,NA,NA,NA,"238,058.00",NA
1994-09-01,Sep-94,"185,158.00","211,482.00",NA,"115,499.23",NA,NA,NA,NA,"96,841.42",NA,"113,499.33","86,499.00",NA,"92,499.75",NA,"199,793.23",NA,"341,509.00",NA,"120,000.00","92,499.75",NA,"202,500.00","182,222.11",NA,"209,061.94","170,666.13",NA,"134,488.87","118,000.00",NA,"131,985.00","174,615.00","257,954.00","108,124.00","178,342.91","325,000.00","202,161.41","257,520.00","232,547.00",NA,"94,999.50","148,461.12","197,391.00","112,558.00",NA,NA,NA,"91,499.85",NA,"208,173.00",NA,NA,,"144,920.00","186,490.80",NA,NA,NA,NA,"242,498.27",NA
1994-10-01,Oct-94,"181,862.00","207,390.00",NA,"121,999.90",NA,NA,NA,NA,"105,848.76",NA,"108,332.92","85,000.00",NA,"82,499.75",NA,"189,197.97",NA,"335,294.00",NA,"144,999.75","95,999.40",NA,"210,227.00","178,332.42",NA,"206,925.87","155,713.50",NA,"130,105.58","121,000.00",NA,"129,642.00","170,263.00","247,856.00","95,416.00","157,890.12","317,778.00","221,587.83","248,580.00","230,085.00",NA,"92,499.75","143,845.96","196,666.00","110,556.00",NA,NA,NA,"98,332.50",NA,"213,617.00",NA,NA,,"143,510.00","192,448.61",NA,NA,NA,NA,"235,309.78",NA
1994-11-01,Nov-94,"180,907.00","203,550.00",NA,"111,249.44",NA,NA,NA,NA,"100,000.00",NA,"111,578.37","82,692.00",NA,"106,666.33",NA,"188,980.34",NA,"352,777.00",NA,"117,499.13","100,000.00",NA,"190,000.00","176,665.83",NA,"207,001.94","155,624.22",NA,"131,496.99","122,000.00",NA,"129,680.00","169,930.00","252,419.00","104,500.00","165,551.36","333,051.00","241,203.27","245,330.00","229,032.00",NA,"80,000.00","151,332.77","198,444.00","105,428.00",NA,NA,NA,"93,333.00",NA,"204,234.00",NA,NA,,"142,440.00","199,013.13",NA,NA,NA,NA,"237,355.02",NA
1994-12-01,Dec-94,"177,421.00","208,654.00",NA,"121,818.09",NA,NA,NA,NA,"99,463.34",NA,"109,285.25","85,576.00",NA,"100,000.00",NA,"195,359.25",NA,"351,041.00",NA,"131,999.40","97,856.36",NA,"238,750.00","183,999.80",NA,"215,704.91","162,727.14",NA,"129,609.20","122,000.00",NA,"127,655.00","171,311.00","261,734.00","107,083.00","164,904.19","322,727.00","169,939.10","249,540.00","239,953.00",NA,"74,999.50","157,057.97","193,958.00","106,744.00",NA,NA,NA,"90,000.00",NA,"200,647.00",NA,NA,,"140,160.00","187,202.41",NA,NA,NA,NA,"235,090.14",NA
1995-01-01,Jan-95,"177,200.00","194,528.00",NA,"109,999.50",NA,NA,NA,NA,"95,624.44",NA,"118,460.62","95,000.00",NA,"76,666.00",NA,"186,714.28",NA,"340,384.00",NA,"123,333.17","90,000.00",NA,"214,583.00","173,999.30",NA,"194,867.80","168,234.88",NA,"131,986.67","119,750.00",NA,"127,287.00","170,571.00","261,666.00","115,000.00","167,228.33","295,212.00","249,084.70","238,994.00","225,962.00",NA,"68,332.50","154,999.25","204,268.00","106,666.00",NA,NA,NA,"98,999.10",NA,"196,666.00",NA,NA,,"139,190.00","183,853.48",NA,NA,NA,NA,"229,679.63","100,500.00"
1995-02-01,Feb-95,"172,974.00","199,258.00",NA,"123,333.17",NA,NA,NA,NA,"91,071.32",NA,"112,940.53","90,333.00",NA,"81,999.80",NA,"169,599.70",NA,"334,091.00",NA,"143,999.80","101,666.58",NA,"230,000.00","183,999.80",NA,"193,071.93","157,142.00",NA,"124,779.78","120,000.00",NA,"122,112.00","173,158.00","257,692.00","107,499.00","156,265.98","299,305.00","251,784.58","255,000.00","223,683.00",NA,"67,499.25","141,818.09","190,769.00","107,856.00",NA,NA,NA,"97,499.25",NA,"192,273.00",NA,NA,,"135,710.00","181,442.75",NA,NA,NA,NA,"233,704.35","95,000.00"
1995-03-01,Mar-95,"175,274.00","198,888.00",NA,"123,333.17",NA,NA,NA,NA,"98,845.27",NA,"122,352.82","83,500.00",NA,"111,999.40",NA,"163,146.72",NA,"325,641.00",NA,"114,443.72","86,999.30",NA,"215,908.00","176,665.83",NA,"207,614.82","163,749.81",NA,"120,318.91","120,000.00",NA,"119,210.00","172,454.00","259,375.00","96,841.00","166,539.99","326,966.00","227,044.64","246,539.00","235,000.00",NA,"87,499.25","141,538.38","198,157.00","105,714.00",NA,NA,NA,"88,332.50",NA,"193,541.00",NA,NA,,"137,120.00","179,943.78",NA,NA,NA,NA,"233,840.94","98,500.00"
1995-04-01,Apr-95,"176,768.00","204,610.00",NA,"121,999.90",NA,NA,NA,NA,"100,454.52",NA,"107,332.97","83,182.00",NA,"94,999.50",NA,"165,889.41",NA,"339,473.00",NA,"140,000.00","92,499.75",NA,"210,714.00","186,666.33",NA,"200,782.13","151,537.88",NA,"126,465.41","116,775.00",NA,"125,321.00","167,845.00","264,796.00","109,444.00","164,415.38","310,526.00","230,358.57","248,205.00","239,655.00",NA,"90,000.00","142,727.14","197,499.00","106,515.00",NA,NA,NA,"88,499.15",NA,"199,614.00",NA,NA,,"139,600.00","183,515.75",NA,NA,NA,NA,"235,155.83","95,000.00"
1995-05-01,May-95,"176,448.00","209,335.00",NA,"106,428.25",NA,NA,NA,NA,"95,868.98",NA,"104,615.15","83,788.00",NA,"98,332.50",NA,"156,469.35",NA,"341,176.00",NA,"129,999.50","90,000.00",NA,"204,412.00","189,999.50",NA,"209,992.94","165,908.80",NA,"119,391.08","115,000.00",NA,"122,566.00","167,083.00","255,102.00","101,111.00","174,974.62","317,033.00","213,331.49","248,926.00","235,606.00",NA,"92,499.75","148,823.09","195,365.00","107,316.00",NA,NA,NA,"87,856.36",NA,"193,965.00",NA,NA,,"140,260.00","180,955.62",NA,NA,NA,NA,"238,437.14","93,750.00"
1995-06-01,Jun-95,"180,649.00","214,090.00",NA,"108,571.00",NA,NA,NA,NA,"103,333.17",NA,"119,472.71","92,500.00",NA,"107,777.39",NA,"172,654.55",NA,"345,967.00",NA,"127,999.60","94,285.29",NA,"203,947.00","188,888.44",NA,"210,229.12","173,332.67",NA,"123,741.38","119,990.00",NA,"123,474.00","174,523.00","277,403.00","101,923.00","168,185.31","315,487.00","205,560.66","268,037.00","235,625.00",NA,"84,999.50","146,666.33","196,111.00","114,838.00",NA,NA,NA,"90,000.00",NA,"205,424.00",NA,NA,,"141,630.00","186,685.46",NA,NA,NA,NA,"249,347.24","93,000.00"
1995-07-01,Jul-95,"180,253.00","212,316.00",NA,"116,922.23",NA,NA,NA,NA,"102,727.14",NA,"112,142.25","88,199.00",NA,"90,000.00",NA,"180,077.06",NA,"356,122.00",NA,"151,999.40","96,874.31",NA,"210,000.00","196,665.83",NA,"207,634.03","169,654.69",NA,"125,336.01","121,000.00",NA,"126,603.00","175,438.00","268,055.00","108,333.00","159,511.95","338,709.00","216,706.92","256,457.00","243,548.00",NA,"94,999.50","136,874.16","194,687.00","112,954.00",NA,NA,NA,"96,153.23",NA,"202,521.00",NA,NA,,"138,570.00","182,658.33",NA,NA,NA,NA,"246,980.96","94,450.00"
1995-08-01,Aug-95,"182,467.00","211,904.00",NA,"113,528.74",NA,NA,NA,NA,"103,962.07",NA,"114,399.28","92,173.00",NA,"101,428.50",NA,"178,717.10",NA,"368,548.00",NA,"142,857.00","103,571.25",NA,"217,592.00","177,499.13",NA,"205,658.15","167,499.63",NA,"124,717.27","122,000.00",NA,"122,569.00","174,342.00","269,186.00","105,357.00","178,820.08","329,213.00","237,063.82","265,624.00","253,205.00",NA,"93,333.00","142,499.88","196,599.00","109,285.00",NA,NA,NA,"87,186.78",NA,"203,214.00",NA,NA,,"136,820.00","180,108.67",NA,NA,NA,NA,"250,108.44","96,000.00"
1995-09-01,Sep-95,"180,529.00","210,893.00",NA,"118,887.94",NA,NA,NA,NA,"94,374.56",NA,"118,259.96","88,213.00",NA,"103,333.17",NA,"186,900.52",NA,"350,000.00",NA,"118,749.06","96,874.31",NA,"222,115.00","200,000.00",NA,"207,354.91","163,333.17",NA,"122,114.10","120,000.00",NA,"118,898.00","172,237.00","267,222.00","100,556.00","177,126.99","330,107.00","230,432.03","261,363.00","233,721.00",NA,"109,999.50","142,999.85","197,999.00","106,738.00",NA,NA,NA,"96,666.00",NA,"195,423.00",NA,NA,,"138,540.00","172,603.61",NA,NA,NA,NA,"242,042.89","94,000.00"
1995-10-01,Oct-95,"175,861.00","207,414.00",NA,"118,076.02",NA,NA,NA,NA,"97,856.36",NA,"114,999.25","87,031.00",NA,"108,332.92",NA,"162,524.82",NA,"333,673.00",NA,"130,908.55","96,922.38",NA,"200,000.00","177,856.25",NA,"202,791.44","155,199.24",NA,"122,878.94","120,000.00",NA,"122,836.00","169,230.00","245,634.00","107,499.00","155,261.10","320,536.00","227,918.79","254,167.00","229,348.00",NA,"93,333.00","143,333.17","196,922.00","110,833.00",NA,NA,NA,"100,000.00",NA,"200,000.00",NA,NA,,"132,170.00","169,335.11",NA,NA,NA,NA,"239,131.66","89,000.00"
1995-11-01,Nov-95,"176,203.00","206,743.00",NA,"114,614.65",NA,NA,NA,NA,"96,249.38",NA,"126,841.76","91,364.00",NA,"100,000.00",NA,"159,523.60",NA,"325,000.00",NA,"121,111.06","84,285.29",NA,"198,999.00","174,999.25",NA,"204,002.78","160,000.00",NA,"125,908.76","119,000.00",NA,"120,603.00","175,818.00","267,262.00","106,499.00","164,823.27","314,674.00","181,841.67","261,718.00","228,571.00",NA,"92,499.75","138,180.91","184,883.00","110,566.00",NA,NA,NA,"95,768.65",NA,"210,970.00",NA,NA,,"136,650.00","173,619.98",NA,NA,NA,NA,"242,628.09","91,500.00"
1995-12-01,Dec-95,"175,372.00","204,362.00",NA,"122,222.11",NA,NA,NA,NA,"94,090.50",NA,"107,499.63","85,869.00",NA,"103,999.80",NA,"178,185.71",NA,"353,658.00",NA,"147,499.63","91,428.43",NA,"197,499.00","198,332.42",NA,"207,966.75","161,052.58",NA,"120,613.46","115,000.00",NA,"115,688.00","167,214.00","256,522.00","97,142.00","164,037.33","301,075.00","204,425.19","253,080.00","228,773.00",NA,"64,999.50","136,665.83","193,750.00","113,770.00",NA,NA,NA,NA,NA,"195,892.00",NA,NA,,"133,660.00","173,505.05",NA,NA,NA,NA,"230,719.02","89,900.00"
1996-01-01,Jan-96,"174,859.00","201,739.00",NA,"114,209.82",NA,NA,NA,NA,"92,954.25",NA,"103,999.80","86,388.00",NA,"94,999.50",NA,"175,746.21",NA,"333,333.00",NA,"123,333.17","89,090.00",NA,"212,500.00","184,999.75",NA,"198,007.41","156,189.67",NA,"123,441.08","111,950.00",NA,"116,395.00","174,750.00","270,833.00","100,833.00","177,085.58","322,656.00","245,763.63","254,942.00","244,999.00",NA,"68,749.13","143,749.81","189,564.00","123,333.00",NA,NA,NA,NA,NA,"208,908.00",NA,NA,,"135,204.00","171,100.36",NA,NA,NA,NA,"234,299.53","87,500.00"
1996-02-01,Feb-96,"170,860.00","205,250.00",NA,"114,209.82",NA,NA,NA,NA,"93,823.15",NA,"112,499.38","86,458.00",NA,"82,999.70",NA,"163,157.95",NA,"340,322.00",NA,"123,333.17","100,000.00",NA,"223,749.00","169,999.50",NA,"202,137.82","165,555.28",NA,"114,366.73","111,000.00",NA,"118,823.00","174,215.00","263,281.00","100,714.00","150,504.63","300,000.00","231,068.51","248,676.00","243,152.00",NA,"123,333.17","141,499.93","201,219.00","112,161.00",NA,NA,NA,NA,NA,"200,240.00",NA,NA,,"134,760.00","171,887.73",NA,NA,NA,NA,"236,322.52","91,000.00"
1996-03-01,Mar-96,"175,975.00","208,046.00",NA,"118,234.38",NA,NA,NA,NA,"96,070.82",NA,"110,999.45","93,823.00",NA,"109,999.50",NA,"161,760.27",NA,"361,538.00",NA,"118,999.05","85,384.08",NA,"212,500.00","180,000.00",NA,"200,986.51","157,915.77",NA,"114,995.60","117,000.00",NA,"116,808.00","172,676.00","266,279.00","95,909.00","164,792.27","323,762.00","211,290.06","268,156.00","241,304.00",NA,"90,000.00","137,499.13","198,386.00","115,370.00",NA,NA,NA,NA,NA,"201,380.00",NA,NA,,"133,760.00","169,825.15",NA,NA,NA,NA,"243,035.83","90,000.00"
1996-04-01,Apr-96,"178,536.00","210,130.00",NA,"111,363.07",NA,NA,NA,NA,"96,943.75",NA,"105,333.07","90,455.00",NA,"90,000.00",NA,"162,024.89",NA,"368,749.00",NA,"133,999.30","88,499.15",NA,"218,749.00","171,537.88",NA,"210,447.12","167,499.63",NA,"117,551.22","117,000.00",NA,"119,632.00","170,061.00","284,848.00","94,500.00","167,884.95","329,060.00","205,813.05","266,319.00","222,760.00",NA,"104,999.75","137,618.17","184,528.00","113,871.00",NA,NA,NA,NA,NA,"208,639.00",NA,NA,,"134,980.00","173,484.80",NA,NA,NA,NA,"242,764.36","89,999.00"
1996-05-01,May-96,"179,095.00","213,709.00",NA,"115,861.28",NA,NA,NA,NA,"92,257.84",NA,"109,473.21","91,250.00",NA,"102,857.00",NA,"154,312.79",NA,"376,414.00",NA,"144,999.75","97,499.25",NA,"225,000.00","175,293.35",NA,"216,545.72","163,043.33",NA,"118,499.80","118,000.00",NA,"115,144.00","172,048.00","281,122.00","97,727.00","169,063.59","333,620.00","238,717.24","275,814.00","238,793.00",NA,"91,666.50","134,192.84","190,000.00","120,000.00",NA,NA,NA,NA,NA,"217,974.00",NA,NA,,"135,710.00","171,022.48",NA,NA,NA,NA,"253,801.31","89,900.00"
1996-06-01,Jun-96,"181,191.00","213,414.00",NA,"118,749.06",NA,NA,NA,NA,"96,480.83",NA,"111,666.08","91,000.00",NA,"102,857.00",NA,"172,152.17",NA,"390,322.00",NA,"135,453.77","91,999.80",NA,"231,250.00","173,332.67",NA,"216,248.52","168,399.58",NA,"124,033.86","115,000.00",NA,"120,504.00","178,597.00","275,000.00","93,750.00","179,876.77","339,097.00","242,166.91","279,942.00","243,867.00",NA,"103,333.17","137,618.17","188,333.00","113,417.00",NA,NA,NA,NA,NA,"206,198.00",NA,NA,,"134,300.00","180,232.02",NA,NA,NA,NA,"255,588.51","89,525.00"
1996-07-01,Jul-96,"182,416.00","222,612.00",NA,"126,110.81",NA,NA,NA,NA,"96,405.61",NA,"114,736.11","92,083.00",NA,"87,499.25",NA,"174,329.28",NA,"377,026.00",NA,"134,443.72","104,615.15",NA,"235,344.00","224,999.50",NA,"205,537.99","160,909.05",NA,"120,010.35","117,950.00",NA,"114,210.00","180,000.00","270,339.00","95,312.00","177,633.56","350,000.00","226,212.76","290,932.00","238,636.00",NA,"80,000.00","149,582.85","185,714.00","114,386.00",NA,NA,NA,NA,NA,"204,927.00",NA,NA,,"133,540.00","173,301.15",NA,NA,NA,NA,"260,973.29","88,000.00"
1996-08-01,Aug-96,"180,825.00","218,452.00",NA,"119,499.03",NA,NA,NA,NA,"92,142.64",NA,"107,499.63","91,579.00",NA,"94,166.25",NA,"174,589.53",NA,"360,605.00",NA,"129,999.50","96,249.38",NA,"228,030.00","192,221.61",NA,"212,797.03","164,761.67",NA,"122,334.82","115,000.00",NA,"116,339.00","175,168.00","271,428.00","111,250.00","177,580.68","347,482.00","234,683.71","275,146.00","245,981.00",NA,"87,499.25","137,646.18","185,454.00","119,820.00",NA,NA,NA,NA,NA,"209,859.00",NA,NA,,"131,820.00","172,874.00",NA,NA,NA,NA,"251,066.47","89,900.00"
1996-09-01,Sep-96,"179,740.00","218,251.00",NA,"120,000.00",NA,NA,NA,NA,"97,499.25",NA,"110,416.15","84,558.00",NA,"87,499.25",NA,"191,263.85",NA,"354,651.00",NA,"140,000.00","87,142.14",NA,"205,435.00","201,470.56",NA,"215,227.85","151,249.44",NA,"123,204.15","115,000.00",NA,"109,382.00","172,893.00","272,857.00","111,250.00","167,225.94","333,898.00","220,660.72","271,318.00","245,212.00",NA,"113,332.67","123,181.66","190,798.00","109,364.00",NA,NA,NA,NA,NA,"195,580.00",NA,NA,,"131,200.00","169,586.23",NA,NA,NA,NA,"248,321.90","89,900.00"
1996-10-01,Oct-96,"174,454.00","220,375.00",NA,"115,427.80",NA,NA,NA,NA,"90,909.00",NA,"106,521.41","91,667.00",NA,"83,749.63",NA,"167,848.10",NA,"355,172.00",NA,"135,453.77","83,333.00",NA,"243,181.00","180,000.00",NA,"207,656.45","165,833.04",NA,"116,998.71","115,000.00",NA,"108,084.00","172,601.00","255,102.00","95,000.00","170,396.71","339,899.00","223,803.66","275,510.00","245,918.00",NA,"80,000.00","132,666.03","185,434.00","115,000.00",NA,NA,NA,NA,NA,"203,545.00",NA,NA,,"132,670.00","167,156.25",NA,NA,NA,NA,"246,512.67","86,875.00"
1996-11-01,Nov-96,"175,495.00","216,186.00",NA,"119,165.71",NA,NA,NA,NA,"96,911.07",NA,"109,999.50","91,304.00",NA,"114,999.25",NA,"161,823.27",NA,"363,953.00",NA,"133,749.31","89,165.75",NA,"221,249.00","181,999.90",NA,"211,768.94","158,180.91",NA,"121,390.74","110,230.00",NA,"110,988.00","181,800.00","270,833.00","106,111.00","154,724.90","337,912.00","215,027.28","281,801.00","234,302.00",NA,"92,499.75","135,713.50","181,316.00","117,618.00",NA,NA,NA,NA,NA,"198,280.00",NA,NA,,"132,440.00","170,944.55",NA,NA,NA,NA,"251,421.55","89,975.00"
1996-12-01,Dec-96,"171,940.00","211,695.00",NA,"113,124.34",NA,NA,NA,NA,"92,424.00",NA,"109,411.29","85,681.00",NA,"94,999.50",NA,"167,549.63",NA,"359,183.00",NA,"133,332.67","98,570.57",NA,"229,167.00","178,887.94",NA,"217,043.78","166,521.41",NA,"119,396.23","110,000.00",NA,"108,571.00","171,074.00","276,171.00",NA,"159,653.87","330,000.00","209,757.91","281,207.00","238,414.00",NA,"100,000.00","128,666.23","174,722.00","113,939.00",NA,NA,NA,NA,NA,"206,274.00",NA,NA,,"126,860.00","163,912.99",NA,NA,NA,NA,"242,082.46","85,950.00"
